user_id,genre,freq
89,Drama,39
451,Drama,38
860,Drama,38
489,Drama,38
307,Action,38
719,Drama,38
697,Thriller,38
79,Drama,38
756,Action,37
587,Drama,37
539,Drama,37
465,Drama,37
658,Drama,37
24,Drama,37
141,Comedy,37
426,Drama,37
253,Drama,36
686,Drama,36
283,Comedy,36
176,Drama,36
752,Drama,36
931,Drama,35
610,Drama,35
518,Drama,35
911,Comedy,35
75,Comedy,35
2,Drama,35
745,Drama,35
315,Drama,35
422,Drama,35
831,Drama,34
838,Drama,34
724,Drama,34
802,Horror,34
372,Thriller,33
164,Thriller,33
470,Drama,33
559,Drama,33
552,Comedy,33
382,Drama,33
508,Comedy,33
123,Drama,33
844,Action,32
206,Drama,32
430,Drama,32
117,Action,32
834,Drama,32
396,Thriller,32
526,Drama,32
338,Comedy,32
251,Action,31
28,Thriller,31
367,Horror,31
776,Horror,31
324,Drama,31
761,Drama,31
100,Drama,31
161,Drama,31
77,Drama,31
73,Drama,31
942,Drama,31
187,Drama,31
329,Drama,30
52,Drama,30
54,Thriller,30
48,Drama,30
507,Action,30
569,Drama,30
735,Drama,30
633,Action,29
183,Action,29
501,Drama,29
908,Drama,29
402,Drama,29
227,Drama,29
277,Drama,29
534,Comedy,29
753,Drama,29
413,Drama,29
365,Drama,29
540,Drama,28
768,Drama,28
440,Drama,28
734,Drama,28
821,Drama,28
69,Drama,28
771,Comedy,28
113,Drama,28
480,Drama,28
226,Drama,28
370,Drama,28
135,Thriller,28
118,Drama,28
573,Drama,28
557,Drama,28
180,Drama,28
190,Thriller,27
770,Drama,27
274,Drama,27
647,Action,27
676,Action,27
411,Action,27
872,Comedy,27
910,Action,27
357,Comedy,27
562,Drama,27
481,Comedy,26
787,Drama,26
218,Comedy,26
839,Drama,26
923,Thriller,26
836,Drama,26
780,Drama,26
84,Drama,26
167,Drama,26
25,Comedy,26
148,Drama,25
101,Comedy,25
168,Comedy,25
154,Drama,25
930,Comedy,25
490,Drama,25
778,Drama,25
138,Drama,25
322,Drama,24
81,Comedy,24
12,Drama,24
432,Comedy,24
41,Drama,24
679,Comedy,24
893,Action,24
464,Thriller,24
421,Thriller,24
248,Action,24
483,Action,24
348,Comedy,23
395,Drama,23
287,Comedy,23
412,Drama,22
388,Thriller,22
912,Drama,22
3,Drama,22
428,Drama,22
97,Drama,22
272,Drama,22
525,Drama,22
546,Action,22
157,Drama,21
582,Action,21
793,Drama,21
865,Action,21
850,Comedy,20
555,Comedy,20
371,Action,20
350,Drama,19
403,Action,18
96,Drama,17
528,Comedy,17
